id,birth_year,death_year,name
4906,1837,1915,"Bookwalter, John W. (John Wesley)"
4907,1864,1944,"Dau, W. H. T. (William Herman Theodore)"
4908,,,"Phelan, Michael J."
4909,1801,1865,"Bremer, Fredrika"
4910,1653,1723,"D'Urfey, Thomas"
4911,1851,1905,"Tardivel, Jules-Paul"
4912,1869,1900,"Steevens, G. W. (George Warrington)"
4913,1866,1950,"Lehmann, Friedrich J. (Friedrich Johann)"
4914,,,"Petitt, Maud"
4915,1844,1909,"Laurie, André"
4916,,,"Addison, Alvin"
4917,1688,1744,"Theobald, Mr. (Lewis)"
4918,1822,1903,"Dunderdale, George"
4919,1860,1908,"MacDowell, Edward"
4920,1892,1957,"Voigt, F. A. (Frederick Augustus)"
4921,,,"Brannon, George"
4922,1861,1917,"Miller, John"
4923,1800,1876,"Myers, Sarah A. (Sarah Ann)"
4924,1882,,"Lacroix, John Victor"
4925,,,"Huddleston, G. C., Mrs."
4926,1829,1897,"Pérez Escrich, Enrique"
4927,1847,1939,"Meriläinen, Heikki"
4928,1810,1874,"Staunton, Howard"
4929,1820,1882,"Piesse, G. W. Septimus (George William Septimus)"
4930,1845,1900,"Queirós, Eça de"
4931,1740,1811,"Tolentino, Nicolau"
4932,1869,1934,"Edelfelt, Berta"
4933,1855,1895,"Kramsu, Kaarlo"
4934,1858,1923,"Dougall, L. (Lily)"
4935,1817,1913,"Young, Frederick"
4936,,,"Allan, James"
4937,1865,1939,"Carpenter, George H. (George Herbert)"
4938,1885,1941,"Ruud, Martin B. (Martin Bronn)"
4939,,1640,"Deane, Edmund"
4940,1822,1898,"Brooks, Henry M. (Henry Mason)"
4941,,1590,"Puttenham, George"
4942,1807,1892,"Flygare-Carlén, Emilie"
4943,1577,1640,"Ward, Samuel"
4944,1877,1954,"Coffin, Henry Sloane"
4945,1825,1890,"Castelo Branco, Camilo"
4946,1839,1871,"Dinis, Júlio"
4947,1850,1923,"Junqueiro, Abílio Manuel Guerra"
4948,1855,1932,"Bartholdt, Richard"
4949,,,"Christen, A."
4950,,1953,"Bailey, Temple"
4951,1782,1852,"Fröbel, Friedrich"
4952,,,"Royce, Ruth"
4953,,,Apicius
4954,,,"Campbell, J. L."
4955,1603,1665,"Digby, Kenelm"
4956,1875,,"Crampton, Henry Edward"
4957,1893,1958,"Leon, Pascual de"
4958,1857,1916,"Conant, Levi L. (Levi Leonard)"
4959,1824,,"Hussey, Samuel Murray"
4960,1854,1942,"Lorenz, Edmund S. (Edmund Simon)"
4961,1872,,"Watson, Virginia"
4962,,,"Sellers, William E."
4963,,,"Palmer, Frank Nelson"
4964,1872,1918,"Hillegas, Howard Clemens"
4965,1870,1930,"Kritzinger, P. H. (Pieter Hendrick)"
4966,1873,1949,"Mc Donald, R. D. (Roelof Daniel)"
4967,1844,1905,"Pearse, Henry H. S."
4968,1820,1897,"Preston, Margaret Junkin"
4969,1832,1910,"Ramsay, Anders"
4970,1719,1792,"Thicknesse, Philip"
4971,1802,1890,"Debay, A. (Auguste)"
4972,1862,1931,"Fitzpatrick, Percy"
4973,1860,1947,"Smith, Gipsy"
4974,1812,1875,"Lumley, Benjamin"
4975,1662,1735,"Wesley, Samuel"
4976,,,"Wren, Jenny"
4977,,,"Benton, Caroline French"
4978,,,"Williams, Peter E."
4979,1815,1882,"Garnet, Henry Highland"
4980,1785,1830,"Walker, David"
4981,1834,1925,"Fitzgerald, Percy Hetherington"
4982,,,"Slattery, Margaret"
4983,1900,,"Washington, Pat Beauchamp"
4984,1817,1892,Bahá'u'lláh
4985,1841,1905,"Streeter, John Williams"
4986,1872,1958,"Bensusan, S. L. (Samuel Levy)"
4987,1836,1902,"Rachinskii, Sergei Aleksandrovich"
4988,1832,1914,"Roberts, Frederick Sleigh Roberts, Earl"
4989,1831,1910,"Benham, William"
4990,1891,1956,"Marks, Percy"
4991,1877,1953,Totius
4992,1941,,"Lozo, Fredric B."
4993,1844,1933,"King, Charles"
4994,1843,1916,"Denvir, John"
4995,,1780,"Gaubius, Hieronymus David"
4996,1849,1906,"Baker, George Augustus"
4997,1814,1910,"Clark, Galen"
4998,1810,1889,"Tupper, Martin Farquhar"
4999,1759,1823,"Playfair, William"
5000,,,M. T. W.
5001,1857,1944,"Tarbell, Ida M. (Ida Minerva)"
5002,1862,1932,"Carruth, Hayden"
5003,,,"Cuttriss, G. P."
5004,1880,,"Clark, Bertha May"
5005,1862,1925,"Curtler, W. H. R. (William Henry Ricketts)"
5006,1856,1944,"Lightwood, James T. (James Thomas)"
5007,1875,1942,"Seltzer, Charles Alden"
5008,1851,,"Sweeney, William Allison"
5009,1884,,"Draper, George Orrin"
5010,1858,1941,"Radziwill, Catherine, Princess"
5011,1810,1880,"Stoddart, Thomas Tod"
5012,,,"Pitman, Emma Raymond"
5013,1869,1911,"Mighels, Philip Verrill"
5014,,1785,"Walter, Richard"
5015,1876,1966,"Spargo, John"
5016,1857,1933,"Joly, John"
5017,1848,1931,"Pickett, La Salle Corbell"
5018,1878,,"Stewart, Elinore Pruitt"
5019,1282,1349,"Ruiz, Juan"
5020,1883,1982,"Henderson, Keith"
5021,,1459,"Lopes, Fernão"
5022,1892,1934,"Smith, Thorne"
5023,1882,1964,"Hagedorn, Hermann"
5024,1873,1956,"Wing, Francis Marion"
5025,1876,1925,"Kann, Réginald"
5026,1816,1853,"Robertson, Frederick William"
5027,1874,1936,"Rait, Robert S. (Robert Sangster)"
5028,1824,1912,"Schröder, Gustaf"
5029,1856,1919,"Cox, Kenyon"
5030,1879,1951,"Mathews, Basil"
5031,1785,1873,"Wieck, Friedrich"
5032,1719,1791,"Selwyn, George Augustus"
5033,1857,1915,"Twopeny, Richard Ernest Nowell"
5034,1865,1922,"Juva, Valter"
5035,,,"Kilpatrick, James Alexander"
5036,1861,1927,"Friberg, Maikki"
5037,1855,1929,"Tout, T. F. (Thomas Frederick)"
5038,1893,1960,"Peat, Harold Reginald"
5039,1860,1917,"Ingman, Alfred Emil"
5040,1871,,"Trayes, Frederic George"
5041,1873,1946,"Maurice, Arthur Bartlett"
5042,1884,1963,Jónína Sigríður Jónsdóttir
5043,1829,1884,"Brehm, Alfred Edmund"
5044,1866,1952,"Moore, Arthur"
5045,1879,1969,"Lowe, E. A. (Elias Avery)"
5046,1871,1945,"Rand, Edward Kennard"
5047,1797,1864,"Kline, John"
5048,1857,1930,"Dudeney, Henry Ernest"
5049,1878,1952,"Ball, Margaret"
5050,1784,1866,"Keferstein, Christian"
5051,1855,1950,"Repplier, Agnes"
5052,1719,,"Johnstone, James Johnstone, chevalier de"
5053,1878,1960,"Baker, Karle Wilson"
5054,,,"Smith, Alice Prescott"
5055,1830,,"Bartley, James Avis"
5056,,,"Clark, Walter John"
5057,1666,1723,"Centlivre, Susanna"
5058,1875,1954,"Perry, Lawrence"
5059,1827,1886,"Assollant, Alfred"
5060,,,Pratt Food Company
5061,1843,1924,"Steward, T. G. (Theophilus Gould)"
5062,,1632,"Dekker, Thomas"
5063,1828,1869,"Desnoyers, Fernand"
5064,1869,1960,"Smith, Wade C. (Wade Cothran)"
5065,1837,1888,"Proctor, Richard A. (Richard Anthony)"
5066,1754,1836,"Marsden, William"
5067,1849,1912,"Upton, Bertha"
5068,1879,1960,"Egbert, H. M."
5069,1873,1897,"Thérèse, de Lisieux, Saint"
5070,1888,1918,"Siljo, Juhani"
5071,1786,1853,"Arago, François"
5072,,,"Betson, Thomas"
5073,1845,1924,"Hickey, Emily Henrietta"
5074,1840,1912,"Marzials, Frank T. (Frank Thomas), Sir"
5075,,,"Poynter, E. Frances (Eleanor Frances)"
5076,1835,1903,"Overton, John Henry"
5077,1833,1919,"Abbey, Charles J. (Charles John)"
5078,1881,1973,"Neihardt, John Gneisenau"
5079,1827,1902,"Chavette, Eugène"
5080,1823,1904,"Seiss, Joseph Augustus"
5081,1870,1935,"Showerman, Grant"
5082,,,American lady
5083,1859,1944,"Younghusband, G. J. (George John)"
5084,1856,1928,"Fortune, Timothy Thomas"
5085,1819,1878,"Ridley, William"
5086,1862,1923,"Barrès, Maurice"
5087,,,"Guillaume, de Lorris, active 1230"
5088,,1304,"Jean, de Meun"
5089,1848,1917,"Mirbeau, Octave"
5090,1878,1945,"Evans, Caradoc"
5091,1872,1945,"Huizinga, Johan"
5092,1864,1927,"Gorter, Herman"
5093,,1185,"Ibn Tufayl, Muhammad ibn 'Abd al-Malik"
5094,1841,1901,"Bolton, Charles E. (Charles Edward)"
5095,1865,1946,"Jones, W. Tudor (William Tudor)"
5096,1824,1889,"Allingham, William"
5097,1879,1967,"Teirlinck, Herman"
5098,1808,1875,"Potgieter, E. J. (Everhardus Johannes)"
5099,1825,1891,"Obdržálek, Peregrin"
5100,,,"Van Name, Addison"
5101,,,"Janzé, Charles Alfred, Baron de"
5102,1863,1930,"Retté, Adolphe"
5103,1834,1918,"Percival, John"
5104,1840,,"Bain, George Washington"
5105,,,"Luckhoff, A. D. (August D.)"
5106,1865,1937,"Smith, F. Clifford (Frank Clifford)"
5107,1832,1917,"Goodwin, C. C. (Charles Carroll)"
5108,1825,1895,"Moinaux, Jules"
5109,,,"Willson, Arabella M."
5110,1891,,"Watson, William Henry Lowe"
5111,1876,,"Hart, William S."
5112,1847,1902,"Sotheran, Charles"
5113,1859,1920,"Snow, Alpheus Henry"
5114,1874,1939,"Foley, James W. (James William)"
5115,1845,1875,"Corbière, Tristan"
5116,1873,1907,"Jarry, Alfred"
5117,1740,1814,"Sade, marquis de"
5118,1858,1915,"Gourmont, Remy de"
5119,1848,1926,"Farges, Albert"
5120,1843,1915,"Roberty, E. de (Eugène)"
5121,1859,,"Goodrich, C. L. (Charles Landon)"
5122,1815,1896,"Dorsey, Anna Hanson"
5123,1865,1931,"Dyson, Edward"
5124,,,"Ransom, Sidney"
5125,1806,1881,"Grigsby, Hugh Blair"
5126,1880,1920,"Chapin, Anna Alice"
5127,1874,1957,"Von Hutten, Bettina"
5128,,,"Harrison, James"
5129,,,"Payne, Henry Neville, active 1672-1710"
5130,1850,1917,"Doughty, Francis Worcester"
5131,1783,1854,"Bouvier, J. B. (Jean Baptiste)"
5132,1912,2005,"Norton, Andre"
5133,,,"Paxson, Susan"
5134,1879,1933,"Thurston, E. Temple (Ernest Temple)"
5135,1871,1958,"Cumming, R. D. (Robert Dalziel)"
5136,1865,1951,"Milne, James"
5137,1834,1926,"Eliot, Charles William"
5138,1849,1915,"Stevenson, Matilda Coxe Evans"
5139,1845,1916,"Gower, Ronald Sutherland, Lord"
5140,1864,1945,"Mitchell, P. Chalmers (Peter Chalmers), Sir"
5141,1798,1869,"Parker, Richard Green"
5142,,,"Meem, J. C."
5143,1848,1894,"Romanes, George John"
5144,1828,1912,"Bartlett, D. W. (David W.)"
5145,1830,1894,"Rossetti, Christina Georgina"
5146,1744,1817,"Edgeworth, Richard Lovell"
5147,1824,1893,"Ghislanzoni, Antonio"
5148,1819,1883,"Quigley, Hugh"
5149,,,"Parker, Lottie Blair"
5150,1849,1922,"Grismer, Joseph Rhode"
5151,1874,1948,"Beard, Charles A. (Charles Austin)"
5152,1876,1958,"Beard, Mary Ritter"
5153,1749,1825,"Goudemetz, Henry"
5154,1873,,"Lutz, R. R. (Rufus Rolla)"
5155,1871,,"Browne, E. Gordon (Edgar Gordon)"
5156,1851,1935,"Bradley, A. C. (Andrew Cecil)"
5157,1853,1928,"O'Connor, J. C. (John Charles)"
5158,1857,1942,"Hayes, C. F. (Charles Frederic)"
5159,1877,1949,"Towne, Charles Hanson"
5160,,,"Roberts, Enos Herbert Glynne"
5161,1851,1932,"Hubbell, Walter"
5162,,,Lydia E. Pinkham Medicine Company
5163,1866,1938,"Slattery, John T. (John Theodore)"
5164,1847,1935,"Potter, John Hasloch"
5165,1849,1897,Memini
5166,1874,1946,"Bagley, William C. (William Chandler)"
5167,1879,1963,"Mitchell, Lebbeus"
5168,,,"Logan, Innes"
5169,,,"Eveleth, Stanford"
5170,1819,1905,"Muir, William, Sir"
5171,1815,1904,"Mitchell, J. Murray (John Murray)"
5172,1811,1874,"Paton, A. A. (Andrew Archibald)"
5173,,,"Hume, Alexander, schoolmaster"
5174,1868,1938,"Lehmer, Derrick Norman"
5175,1819,1892,"Talmage, John Van Nest"
5176,1805,1891,"Dumesnil, Antoine Jules"
5177,1810,1860,"Parker, Theodore"
5178,1566,1625,"James I, King of England"
5179,1843,1918,"Rosegger, Peter"
5180,1883,1955,"Wood, Louis Aubrey"
5181,1860,1940,"Hamilton, Frederick W. (Frederick William)"
5182,,1896,"Holden, Martha Everts"
5183,1847,1931,"Collingridge, George"
5184,1872,1912,"Lopez, Pantaleón S."
5185,1788,1844,"Hall, Basil"
5186,1850,1918,"Perodi, Emma"
5187,1837,1883,"Green, John Richard"
5188,1865,1941,"Smith, Hugh M. (Hugh McCormick)"
5189,1874,1929,"Wells, Frederic DeWitt"
5190,1848,1895,"Dorsey, James Owen"
5191,1812,1883,"Riggs, Stephen Return"
5192,1832,1907,"Gatschet, Albert S. (Albert Samuel)"
5193,1849,1913,"Ober, Frederick A. (Frederick Albion)"
5194,,,"Durham, Victor G."
5195,,,"Lashin, Orrie"
5196,1836,1922,"Smith, Horace"
5197,1855,1935,"Lenotre, G."
5198,1859,1913,"Bingham, Clifton"
5199,,,"De los Reyes, Angel"
5200,1852,1901,"Alas, Leopoldo"
5201,1843,1919,"Shedlock, J. S. (John South)"
5202,1587,1679,"Vondel, Joost van den"
5203,1874,1942,"Campen, M. H. Van"
5204,1818,1889,"Donders, F. C. (Franciscus Cornelis)"
5205,1746,1803,"Alphen, Hieronymus van"
5206,1777,1861,"Brontë, Patrick"
5207,1827,1876,"Lawrence, George A. (George Alfred)"
5208,,,"Eden, Horatia K. F."
5209,1828,1900,"Lee, Holme"
5210,1850,1928,"Harrison, Jane Ellen"
5211,1877,1937,"Shedd, George C. (George Clifford)"
5212,1839,1937,"Rockefeller, John D. (John Davison)"
5213,1850,1896,"Gibson, W. Hamilton (William Hamilton)"
5214,1628,1703,"Perrault, Charles"
5215,1824,1903,"Earle, John"
5216,1862,1924,"Newell, Peter"
5217,1862,1927,"Beveridge, Albert J. (Albert Jeremiah)"
5218,,,"Mukerji, S."
5219,1795,1872,"Dods, John Bovee"
5220,1774,1839,"Butler, Samuel"
5221,1890,1969,"Crompton, Richmal"
5222,1838,1912,"Sangster, Margaret Elizabeth Munson"
5223,,,"Schuster, Edgar"
5224,1866,1929,"Salus, Hugo"
5225,1848,1917,"Dionne, N.-E. (Narcisse-Eutrope)"
5226,1779,1863,"Moore, Clement Clarke"
5227,1871,,"Godfrey, Edward"
5228,1884,1962,"Viereck, George Sylvester"
5229,,,"Burnett, Alice Hale"
5230,1646,1716,"Leibniz, Gottfried Wilhelm, Freiherr von"
5231,1845,1923,"Royce, Charles C."
5232,1865,1929,"Slosson, Edwin E. (Edwin Emery)"
5233,,,"Hammurabi, King of Babylonia"
5234,,,"Wright, Anna Potter"
5235,1838,1919,"Reye, Theodor"
5236,1812,1885,"Delany, Martin Robison"
5237,1841,,"Boyle, Frederick"
5238,1873,1933,"Lloyd, Nelson"
5239,1850,1928,"Courtney, W. L. (William Leonard)"
5240,1870,1940,"Thieme, Hugo P. (Hugo Paul)"
5241,,,"Paine, Dorothy C. (Dorothy Charlotte)"
5242,1828,1904,"Weed, George Ludington"
5243,1864,1947,"Huch, Ricarda Octavia"
5244,1857,1900,"Cushing, Frank Hamilton"
5245,,,"Brown, John Crombie"
5246,1854,1939,"Leblond, Adrien"
5247,,,"Hanshew, Mary E."
5248,,1625,"Lodge, Thomas"
5249,,,"Frazer, C. A. (Caroline Augusta)"
5250,1847,1920,"Gastyne, Jules de"
5251,,,"Bingley, Thomas"
5252,1806,1896,"Silva, Joaquim Possidónio Narciso da"
5253,1875,,"Collison-Morley, Lacy"
5254,1824,1875,"Bowen, Sue Petigru"
5255,1867,1900,"Nobre, António Pereira"
5256,1821,1902,"Temple, Frederick"
5257,1845,1915,"Rae, John"
5258,1746,1799,"Curtis, William"
5259,1837,1927,"Alexander, Charles Wesley"
5260,1849,1923,"Mallock, W. H. (William Hurrell)"
5261,1836,1917,"Pitts, John Linwood"
5262,1812,1851,"Hearn, George Whitehead"
5263,,1918,"Knyvett, R. Hugh (Reginald Hugh)"
5264,,1620,"Roberts, Alexander"
5265,,,"Templeton, Timothy"
5266,1870,1936,"McKinley, Albert E. (Albert Edward)"
5267,1881,,"Gerson, Armand Jacques"
5268,,,"Coulomb, Charles Augustin"
5269,1840,1922,"Blunt, Wilfrid Scawen"
5270,1855,1938,"Menpes, Mortimer"
5271,1839,1916,"Todhunter, John"
5272,1884,1971,"Carner, Josep"
5273,1830,,"Moon, James H."
5274,1833,1888,"Locke, David Ross"
5275,1857,1938,"Coubé, Stéphen"
5276,1752,1824,"Piroli, Tommaso"
5277,1846,1897,"Buet, Charles"
5278,1857,1913,"Matthews, Ike"
5279,1851,1928,"Brownell, W. C. (William Crary)"
5280,1854,1928,"Dawson, W. J. (William James)"
5281,1856,1921,"Sales, Pierre"
5282,1864,1940,"Alma-Tadema, Laurence"
5283,,,"Arsciwals, Juan Lauro"
5284,1768,1848,"Chateaubriand, François-René, vicomte de"
5285,1779,1848,"Vichet, Louisa Phillipa Rioufol d'Hautevill, Marquise de"
5286,1846,1895,"Pilling, James Constantine"
5287,1847,1904,"Toudouze, Gustave"
5288,1807,1888,"Barrows, E. P. (Elijah Porter)"
5289,,,Ontario. Ministry of Education
5290,1847,1923,"Dack, Charles"
5291,1822,1907,"Lemoyne, André"
5292,1571,1625,"Boys, John"
5293,1858,1929,"Hillis, Newell Dwight"
5294,1843,1905,"Matthews, Washington"
5295,1832,1910,"Jessup, Henry Harris"
5296,1866,1943,"Marett, R. R. (Robert Ranulph)"
5297,1839,1915,"Lermina, Jules"
5298,1845,1915,"Crane, Walter"
5299,1832,1911,"Dicey, Edward"
5300,1836,1912,"Arbuthnot, George"
5301,1827,1885,"Monnier, Marc"
5302,1879,1950,"Gordon, Cora"
5303,1882,1944,"Gordon, Jan"
5304,1866,1930,"Downer, Charles Alfred"
5305,1866,1928,"Murphy, Thos. D. (Thomas Dowler)"
5306,1851,1929,"Tatlow, Joseph"
5307,1868,1946,"Ford, Sewell"
5308,1873,1923,"Cresson, Benjamin Franklin"
5309,1875,1951,"Myrica, Pierre de"
5310,1886,1958,"Bennion, Adam S. (Adam Samuel)"
5311,1862,1919,"Demolder, Eugène"
5312,1889,1982,"Cavanah, Frances"
5313,1886,1915,"Lemercier, Eugène Emmanuel"
5314,1880,1951,"Stratton, Clarence"
5315,1841,1917,"Cromer, Evelyn Baring, Earl of"
5316,1873,1930,"Hall, H. R. (Harry Reginald)"
5317,1871,1950,"Rappoport, A. S. (Angelo Solomon)"
5318,,1884,"Serena, Carla"
5319,1847,1900,"Bute, John Patrick Crichton-Stuart, Marquess of"
5320,1922,1960,"Ruppelt, Edward J."
5321,1796,1889,"Cheney, H. V. (Harriet Vaughan)"
5322,1852,1932,"Owen, Luella Agnes"
5323,1896,1975,"Leinster, Murray"
5324,1844,1931,"Bryce, George"
5325,1846,1913,"Lepelletier, Edmond"
5326,1885,,"Schappelle, Benjamin Franklin"
5327,1855,1929,"Bouchor, Maurice"
5328,1873,,"Braun, Wilhelm Alfred"
5329,1852,1943,"Kellogg, John Harvey"
5330,,,"Hills, John David"
5331,1846,1933,"Holmes, William Henry"
5332,1826,1868,"Capendu, Ernest"
5333,1864,1953,"Nieuwenhuis, Anton Willem"
5334,1853,,"Hildén, Kaarle August"
5335,1862,1943,"Hilbert, David"
5336,,,"Millard, Max"
5337,1837,1928,"Montgomery, D. H. (David Henry)"
5338,1865,1929,"Stanard, Mary Newton"
5339,1856,1937,"Conway, William Martin, Sir"
5340,1885,1950,"Conway, Agnes Ethel"
5341,1838,1889,"Villiers de L'Isle-Adam, Auguste, comte de"
5342,,,"Adam, of Cobsam"
5343,1868,1936,"Thomas, Northcote Whitridge"
5344,1852,1921,"Pardo Bazán, Emilia, condesa de"
5345,1605,1675,"Whitlocke, Bulstrode"
5346,1865,1959,"Berenson, Bernard"
5347,1883,1966,"Roig i Raventós, Josep"
5348,1888,1974,"Springer, Norman"
5349,1869,1947,"Howell, Andrew Jackson"
5350,1853,1939,"Franklin, Fabian"
5351,,1935,"Woodrow, Wilson, Mrs."
5352,1563,1626,"Dowland, John"
5353,1823,1876,"Dykes, John Bacchus"
5354,1871,1927,"Borghese, Scipione"
5355,1874,1947,"Barzini, Luigi"
5356,1926,2006,"Ferguson, John L. (John Lewis)"
5357,,,"Wilson, Anna May"
5358,,,"Wilson, Mary A."
5359,1855,,"Ritter, Thomas Jefferson"
5360,1678,1729,"Haym, Nicola Francesco"
5361,1831,1922,"Wright, Marcus Joseph"
5362,1841,1902,"Pumpurs, Andrejs"
5363,1883,1955,"Ayres, Ruby M. (Ruby Mildred)"
5364,1867,1946,"Rorie, David"
5365,1858,1932,"Heeres, J. E. (Jan Ernst)"
5366,1831,1894,"Mallery, Garrick"
5367,1848,,"Barrett, Michael"
5368,1838,1894,"Chatterji, Bankim Chandra"
5369,1866,,"Maigron, Louis"
5370,,,"Niké, Marcel"
5371,1840,,"Ferris, George T. (George Titus)"
5372,1817,1854,"Forester, Fanny"
5373,1839,1915,"Hartley, John"
5374,1876,1946,"Wachtl, Karol"
5375,1868,1930,"Cobb, John N. (John Nathan)"
5376,1868,1953,"Kleiser, Grenville"
5377,1728,1797,"Tissot, S. A. D. (Samuel Auguste David)"
5378,,,"Berens, Lewis Henry"
5379,1891,1964,"Baxter, Beverley"
5380,1819,1889,"Kate, J. J. L. ten (Jan Jakob Lodewijk)"
5381,1883,,"Head, James William"
5382,1863,,"Mindeleff, Cosmos"
5383,1870,1960,"Bellinger, Martha Idell Fletcher"
5384,1823,1891,"Banville, Théodore Faullain de"
5385,1867,1955,"Maginnis, Charles Donagh"
5386,1861,1908,"Coelho, José Francisco Trindade"
5387,1873,1941,"Laughlin, Clara E. (Clara Elizabeth)"
5388,1870,1952,"Dodge, Louis"
5389,1868,1957,"Scharten-Antink, M. (Margo Sybranda Everdina)"
5390,1840,1904,"Campbell, John"
5391,1874,1966,"Pier, Arthur Stanwood"
5392,1842,1924,"Greef, Guillaume de"
5393,1822,1891,"Dozon, Auguste"
5394,1574,1628,"Ader, Guillaume"
5395,1853,1895,"McClelland, M. G. (Mary Greenway)"
5396,1854,1942,"Fiske, Bradley A. (Bradley Allen)"
5397,1682,1754,"Benson, William"
5398,1826,1888,"Vosmaer, Carel"
5399,1741,1803,"Fortis, Alberto"
5400,1850,1940,"Patrick, Mary Mills"
5401,1833,1914,"Hallowell, Sarah C."
5402,1868,1953,"Perić, Živojin"
5403,,,"Armstrong, H. S."
5404,1878,1944,"Chatterton, E. Keble (Edward Keble)"
5405,1883,1921,"St. Mars, F."
5406,,,Interborough Rapid Transit Company
5407,1870,1923,"Cope, Henry Frederick"
5408,1871,,"Fischer, J. Cree (Jerry Cree)"
5409,1855,1914,"Warman, Cy"
5410,1825,1892,"Woolner, Thomas"
5411,1839,1930,"Gould, John Mead"
5412,1816,1905,"Grimthorpe, Edmund Beckett, Baron"
5413,1794,1854,"Lockhart, J. G. (John Gibson)"
5414,1867,1941,"Bertrana, Prudenci"
5415,1888,1916,"Palmer, Robert Stafford Arthur"
5416,1848,1941,"Davenport, Cyril"
5417,1879,1978,"Thurstan, Violetta"
5418,1799,1854,"Almeida Garrett, João Batista da Silva Leitão de, Visconde de"
5419,1873,1953,"Bertrand, A. [Pseudonym.]"
5420,1806,1887,"Balch, William Stevens"
5421,1775,1853,"Shoberl, Frederic"
5422,1869,1918,"Ross, Robert Baldwin"
5423,1767,1849,"Peignot, Gabriel"
5424,,,"Duffield, J. W."
5425,1838,1908,"Mason, Otis Tufton"
5426,,,"Young, John H."
5427,1894,1930,"Espanca, Florbela de Alma da Conceição"
5428,,1274,"Thomas, Aquinas, Saint"
5429,1810,1910,"Randall, John"
5430,,,"Prance, Gerald"
5431,1872,1921,"Wyon, Reginald"
5432,1856,1925,"Glanville, Ernest"
5433,1847,1898,"Westcott, Edward Noyes"
5434,1855,1911,"Suffling, Ernest R. (Ernest Richard)"
5435,1883,1967,"Luckiesh, Matthew"
5436,1819,1895,"Sadler, M. F. (Michael Ferrebee)"
5437,1845,1924,"Cim, Albert"
5438,1827,1898,"Merlet, Luc. (Lucien)"
5439,,,"Dearborn, R. F."
5440,,,"Braga Jr., [pseud.]"
5441,1849,1923,"Agrell, Alfhild"
5442,1846,1882,"Azevedo, Guilherme Avelino Chave de"
5443,1822,1889,"Ulbach, Louis"
5444,1822,1912,"Egleston, Nathaniel Hillyer"
5445,1853,1934,"Muirhead, James F. (James Fullarton)"
5446,1304,1374,"Petrarca, Francesco"
5447,1878,1927,"Muir, Ward"
5448,1877,1953,"Goodridge Roberts, Theodore"
5449,1817,1895,"Zaccone, Pierre"
5450,,,"Trent, Martha"
5451,1720,1800,"Montagu, Mrs. (Elizabeth)"
5452,1709,1773,"Lyttelton, George Lyttelton, Baron"
5453,1814,1881,"Durivage, Francis A. (Francis Alexander)"
5454,,,"Marcel, Jeanne"
5455,1522,1571,"Jewel, John"
5456,,,"Egerton, Beatrice"
5457,1867,1914,"Lucini, Gian Pietro"
5458,1853,1902,"Dubut de Laforest, Jean-Louis"
5459,1863,1934,"Graffigny, H. de (Henry)"
5460,1841,1901,"Chalmers, James"
5461,1845,1917,"Tissot, Victor"
5462,1877,1941,"Lucka, Emil"
5463,1492,1549,"Marguerite, Queen, consort of Henry II, King of Navarre"
5464,1802,1868,"Lennep, J. van (Jacob)"
5465,1807,1841,"Bertrand, Aloysius"
5466,1868,,"Lourié, Ossip"
5467,1838,1897,"Elger, Thomas Gwyn"
5468,,1638,"Collado, Diego"
5469,1866,1937,"Firkins, Ina Ten Eyck"
5470,1854,1942,"Seignobos, Charles"
5471,,,R. H. (Robert Howlett)
5472,,,"Drielst, J. van"
5473,1836,1936,"Adam, Juliette"
5474,1836,1892,"Bouvier, Alexis"
5475,1845,1920,"Smith, Watson"
5476,1821,1891,"Du Boisgobey, Fortuné"
5477,1848,,"Sullivan, J. W. (James William)"
5478,,,"Mactear, James"
5479,1795,1846,"Walker, William Sidney"
5480,1776,1852,"Gay, Sophie"
5481,,,"International Meridian Conference (1884 : Washington, D.C.)"
5482,,,"Hervé, Francis"
5483,1819,1884,"Pinkerton, Allan"
5484,1871,1945,"Gregory, W. B. (William Benjamin)"
5485,,,"Klapp, Eugene"
5486,,,"Chisholm, Cecil"
5487,1567,1601,"Nash, Thomas"
5488,1875,1954,"Kirkwood, Edith Brown"
5489,,,Traveling Engineers' Association
5490,1861,1931,"Tynan, Katharine"
5491,,,"Livingston, C. M., Mrs."
5492,1878,1953,"Calderón, Sofronio G."
